what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1340339107640
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1340339107754
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1340339108786
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1340339110586
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.open.file.from.source",1340339119433
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.open.file.from.source",1340339129318
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1340339130935
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1340339130983
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1340339131425
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1340339131506
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1340339131536
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1340339131966
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339132137
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1340339132158
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1340339132258
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339133408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339139019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339141600
executed,command,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.command.openTask",1340339141657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339143269
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1340339152364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339152468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339155331
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339160844
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1340339163121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1340339165082
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339169315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339188226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1340339188298
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1340339190359
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1340339190401
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1340339198120
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1340339198120
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.next",1340339199932
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339216317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339225916
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1340339226353
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339231045
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339232465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339232558
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339232827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339235096
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340339235654
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1340339237069
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090914-1703,"org.eclipse.dltk.testing",1340339237515
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20101001-2300,"org.eclipse.php.server.ui",1340339237633
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1340339237634
stopped,bundle,org.eclipse.dltk.debug.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.debug.ui",1340339237716
stopped,bundle,org.eclipse.dltk.formatter,2.0.0.v20100304-1959,"org.eclipse.dltk.formatter",1340339237736
stopped,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1340339237751
stopped,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1340339237777
stopped,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1340339237778
stopped,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1340339237779
stopped,bundle,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui",1340339237780
stopped,bundle,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui",1340339237780
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1340339237780
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1340339237822
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1340339237822
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1340339237822
stopped,bundle,org.eclipse.rse.importexport,1.2.101.v201008191400,"org.eclipse.rse.importexport",1340339237859
